Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,STATA,CSV
28,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,84,Participación Ciudadana,,,,,"javascript:VerPreguntas('440','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('440','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo84.zip
29,2014,55,440,Condiciones de Vida y Pobreza - ENAHO,85,"Gobernabilidad, Democracia y Transparencia",,,,,"javascript:VerPreguntas('440','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('440','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/440-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/440-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/440-Modulo85.zip
1,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,1,Características de la Vivienda y del Hogar,,,,,"javascript:VerPreguntas('498','01','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+la+Vivienda+y+del+Hogar')","javascript:VerFicha('498','01')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo01.zip
2,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,2,Características de los Miembros del Hogar,,,,,"javascript:VerPreguntas('498','02','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+los+Miembros+del+Hogar')","javascript:VerFicha('498','02')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo02.zip
3,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,3,Educación,,,,,"javascript:VerPreguntas('498','03','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Educaci%F3n')","javascript:VerFicha('498','03')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo03.zip
4,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,4,Salud,,,,,"javascript:VerPreguntas('498','04','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Salud')","javascript:VerFicha('498','04')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo04.zip
5,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,5,Empleo e Ingresos,,,,,"javascript:VerPreguntas('498','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('498','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo05.zip
6,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,7,Gastos en Alimentos y Bebidas (Módulo 601),,,,,"javascript:VerPreguntas('498','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('498','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo07.zip
7,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,8,Instituciones Beneficas,,,,,"javascript:VerPreguntas('498','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('498','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo08.zip
8,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,9,Mantenimiento de la Vivienda,,,,,"javascript:VerPreguntas('498','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('498','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo09.zip
9,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,10,Transportes y Comunicaciones,,,,,"javascript:VerPreguntas('498','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('498','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo10.zip
10,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,11,Servicios a la Vivienda,,,,,"javascript:VerPreguntas('498','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('498','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo11.zip
11,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,12,"Esparcimiento , Diversion y Servicios de Cultura",,,,,"javascript:VerPreguntas('498','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('498','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo12.zip
12,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,13,Vestido y Calzado,,,,,"javascript:VerPreguntas('498','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('498','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo13.zip
13,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,15,Gastos de Transferencias,,,,,"javascript:VerPreguntas('498','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('498','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo15.zip
14,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,16,Muebles y Enseres,,,,,"javascript:VerPreguntas('498','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('498','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo16.zip
15,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,17,Otros Bienes y Servicios,,,,,"javascript:VerPreguntas('498','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('498','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo17.zip
16,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,18,Equipamiento del Hogar,,,,,"javascript:VerPreguntas('498','18','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Equipamiento+del+Hogar')","javascript:VerFicha('498','18')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo18.zip
17,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,22,Producción Agrícola,,,,,"javascript:VerPreguntas('498','22','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Agr%EDcola')","javascript:VerFicha('498','22')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo22.zip
18,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,23,Subproductos Agricolas,,,,,"javascript:VerPreguntas('498','23','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Agricolas')","javascript:VerFicha('498','23')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo23.zip
19,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,24,Producción Forestal,,,,,"javascript:VerPreguntas('498','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('498','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo24.zip
20,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,25,Gastos en Actividades Agricolas y/o Forestales,,,,,"javascript:VerPreguntas('498','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('498','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo25.zip
21,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,26,Producción Pecuaria,,,,,"javascript:VerPreguntas('498','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('498','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo26.zip
22,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,27,Subproductos Pecuarios,,,,,"javascript:VerPreguntas('498','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('498','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo27.zip
23,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,28,Gastos en Actividades Pecuarias,,,,,"javascript:VerPreguntas('498','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('498','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo28.zip
24,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,34,Sumarias ( Variables Calculadas ),,,,,"javascript:VerPreguntas('498','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('498','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo34.zip
25,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,37,Programas Sociales (Miembros del Hogar),,,,,"javascript:VerPreguntas('498','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('498','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo37.zip
26,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,77,Ingresos del Trabajador Independiente,,,,,"javascript:VerPreguntas('498','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('498','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo77.zip
27,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,78,Bienes y Servicios de Cuidados Personales,,,,,"javascript:VerPreguntas('498','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('498','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo78.zip
28,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,84,Participación Ciudadana,,,,,"javascript:VerPreguntas('498','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('498','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo84.zip
29,2015,55,498,Condiciones de Vida y Pobreza - ENAHO,85,"Gobernabilidad, Democracia y Transparencia",,,,,"javascript:VerPreguntas('498','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('498','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/498-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/498-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/498-Modulo85.zip
1,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,1,Características de la Vivienda y del Hogar,,,,,"javascript:VerPreguntas('546','01','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+la+Vivienda+y+del+Hogar')","javascript:VerFicha('546','01')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo01.zip
2,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,2,Características de los Miembros del Hogar,,,,,"javascript:VerPreguntas('546','02','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+los+Miembros+del+Hogar')","javascript:VerFicha('546','02')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo02.zip
3,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,3,Educación,,,,,"javascript:VerPreguntas('546','03','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Educaci%F3n')","javascript:VerFicha('546','03')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo03.zip
4,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,4,Salud,,,,,"javascript:VerPreguntas('546','04','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Salud')","javascript:VerFicha('546','04')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo04.zip
5,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,5,Empleo e Ingresos,,,,,"javascript:VerPreguntas('546','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('546','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo05.zip
6,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,7,Gastos en Alimentos y Bebidas (Módulo 601),,,,,"javascript:VerPreguntas('546','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('546','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo07.zip
7,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,8,Instituciones Beneficas,,,,,"javascript:VerPreguntas('546','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('546','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo08.zip
8,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,9,Mantenimiento de la Vivienda,,,,,"javascript:VerPreguntas('546','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('546','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo09.zip
9,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,10,Transportes y Comunicaciones,,,,,"javascript:VerPreguntas('546','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('546','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo10.zip
10,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,11,Servicios a la Vivienda,,,,,"javascript:VerPreguntas('546','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('546','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo11.zip
11,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,12,"Esparcimiento , Diversion y Servicios de Cultura",,,,,"javascript:VerPreguntas('546','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('546','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo12.zip
12,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,13,Vestido y Calzado,,,,,"javascript:VerPreguntas('546','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('546','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo13.zip
13,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,15,Gastos de Transferencias,,,,,"javascript:VerPreguntas('546','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('546','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo15.zip
14,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,16,Muebles y Enseres,,,,,"javascript:VerPreguntas('546','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('546','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo16.zip
15,2016,55,546,Condiciones de Vida y Pobreza - ENAHO,17,Otros Bienes y Servicios,,,,,"javascript:VerPreguntas('546','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('546','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/546-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/546-Modulo17.zip
